timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage
2026-01-05 22:46:52.609897436 +0000 UTC m=+0.718520614,16,77148,250849000,39346176
2026-01-05 22:46:53.612854667 +0000 UTC m=+1.721477855,21,77148,4169573000,182272000
2026-01-05 22:46:54.615164887 +0000 UTC m=+2.723788065,24,77148,8315052000,498839552
2026-01-05 22:46:55.617883777 +0000 UTC m=+3.726506946,24,77148,11978140000,519307264
2026-01-05 22:46:56.620658498 +0000 UTC m=+4.729281786,28,77148,16059563000,559681536
2026-01-05 22:46:57.623525789 +0000 UTC m=+5.732148947,30,77148,19523033000,611610624
2026-01-05 22:46:58.627013189 +0000 UTC m=+6.735636367,30,77148,22770348000,636628992
2026-01-05 22:46:59.629354529 +0000 UTC m=+7.737977717,30,77148,26993346000,671334400
2026-01-05 22:47:00.632407589 +0000 UTC m=+8.741030778,42,77148,31108645000,689532928
2026-01-05 22:47:01.6353818 +0000 UTC m=+9.744004988,50,77148,38553281000,705232896
2026-01-05 22:47:02.63849057 +0000 UTC m=+10.747113868,50,77148,45951933000,805543936
2026-01-05 22:47:03.64133816 +0000 UTC m=+11.749961468,51,77148,53248755000,929198080
2026-01-05 22:47:04.644129461 +0000 UTC m=+12.752752629,51,77148,60516376000,1118056448
2026-01-05 22:47:05.646677461 +0000 UTC m=+13.755300659,51,77148,67551914000,1380204544
2026-01-05 22:47:06.649402472 +0000 UTC m=+14.758025670,51,77148,74507258000,1648611328
2026-01-05 22:47:07.652336002 +0000 UTC m=+15.760959170,51,77148,81467318000,1901875200
2026-01-05 22:47:08.656013823 +0000 UTC m=+16.764636991,51,77148,88195119000,2182873088
2026-01-05 22:47:09.659446263 +0000 UTC m=+17.768069501,51,77148,95088962000,2478829568
2026-01-05 22:47:10.662600173 +0000 UTC m=+18.771223361,51,77148,101802911000,2757967872
2026-01-05 22:47:11.666103014 +0000 UTC m=+19.774726182,51,77148,108583927000,3035664384
2026-01-05 22:47:12.669261434 +0000 UTC m=+20.777884772,51,77148,114992674000,3287359488
2026-01-05 22:47:13.672648784 +0000 UTC m=+21.781272002,51,77148,120810391000,3500965888
2026-01-05 22:47:14.675877985 +0000 UTC m=+22.784501152,51,77148,126352098000,3707805696
2026-01-05 22:47:15.679071425 +0000 UTC m=+23.787694673,51,77148,131806182000,3920195584
2026-01-05 22:47:16.682717475 +0000 UTC m=+24.791340643,51,77148,136975091000,4141694976
2026-01-05 22:47:17.686230285 +0000 UTC m=+25.794853453,51,77148,142023206000,4347031552
2026-01-05 22:47:18.689142876 +0000 UTC m=+26.797766054,49,77148,144844508000,4527607808
2026-01-05 22:47:19.691887066 +0000 UTC m=+27.800510234,49,77148,148942584000,4946481152
2026-01-05 22:47:20.695303376 +0000 UTC m=+28.803926554,49,77148,150600996000,4946436096
2026-01-05 22:47:21.700809337 +0000 UTC m=+29.809432505,50,77148,152572051000,4946411520
2026-01-05 22:47:22.703848088 +0000 UTC m=+30.812471255,49,77148,154398586000,4946505728
2026-01-05 22:47:23.706463468 +0000 UTC m=+31.815086636,49,77148,156109105000,4946702336
2026-01-05 22:47:24.710002788 +0000 UTC m=+32.818625956,49,77148,157698911000,4946817024
2026-01-05 22:47:25.713101608 +0000 UTC m=+33.821724866,49,77148,159323249000,4946956288
2026-01-05 22:47:26.716038829 +0000 UTC m=+34.824662017,49,77148,161019259000,4947349504
2026-01-05 22:47:27.719163949 +0000 UTC m=+35.827787117,49,77148,162762762000,4947193856
2026-01-05 22:47:28.72272386 +0000 UTC m=+36.831347027,49,77148,164497565000,4949667840
2026-01-05 22:47:29.72503027 +0000 UTC m=+37.833653438,49,77148,166287995000,4949557248
2026-01-05 22:47:30.72767536 +0000 UTC m=+38.836298528,49,77148,167312136000,4949594112
2026-01-05 22:47:31.730512269 +0000 UTC m=+39.839135437,49,77148,167347920000,4949577728
2026-01-05 22:47:32.734253488 +0000 UTC m=+40.842876676,49,77148,167368279000,4949581824
