script,iteration,request_rate,percentile,latency
mixed-requests.lua,0,800,50.0,1.23
mixed-requests.lua,0,800,75.0,1.49
mixed-requests.lua,0,800,90.0,1.69
mixed-requests.lua,0,800,99.0,2.02
mixed-requests.lua,0,800,99.9,4.05
mixed-requests.lua,0,800,99.99,6.04
mixed-requests.lua,0,800,99.999,8.31
mixed-requests.lua,0,800,100.0,8.31
