script,iteration,request_rate,percentile,latency
mixed-requests.lua,0,800,50.0,0.87
mixed-requests.lua,0,800,75.0,1.12
mixed-requests.lua,0,800,90.0,1.27
mixed-requests.lua,0,800,99.0,1.43
mixed-requests.lua,0,800,99.9,1.74
mixed-requests.lua,0,800,99.99,7.61
mixed-requests.lua,0,800,99.999,8.39
mixed-requests.lua,0,800,100.0,8.39
