script,iteration,request_rate,percentile,latency
mixed-requests.lua,0,800,50.0,1.3
mixed-requests.lua,0,800,75.0,1.59
mixed-requests.lua,0,800,90.0,1.84
mixed-requests.lua,0,800,99.0,2.24
mixed-requests.lua,0,800,99.9,2.55
mixed-requests.lua,0,800,99.99,6.86
mixed-requests.lua,0,800,99.999,7.53
mixed-requests.lua,0,800,100.0,7.53
