script,iteration,request_rate,percentile,latency
mixed-requests.lua,0,3000,50.0,3.46
mixed-requests.lua,0,3000,75.0,5.25
mixed-requests.lua,0,3000,90.0,9.16
mixed-requests.lua,0,3000,99.0,35.39
mixed-requests.lua,0,3000,99.9,62.33
mixed-requests.lua,0,3000,99.99,82.5
mixed-requests.lua,0,3000,99.999,85.69
mixed-requests.lua,0,3000,100.0,87.42
