timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:28:52.819646482 +0000 UTC m=+0.741401205,12,77148,105454000,26816512,6887,4886
2026-01-05 20:28:53.821816989 +0000 UTC m=+1.743571711,27,77148,259688000,59875328,87595,137199
2026-01-05 20:28:54.824107987 +0000 UTC m=+2.745862699,27,77148,565075000,77774848,272458,463793
2026-01-05 20:28:55.826244964 +0000 UTC m=+3.747999687,27,77148,892520000,95617024,456425,790025
2026-01-05 20:28:56.828327872 +0000 UTC m=+4.750082594,27,77148,1186124000,97976320,640627,1115355
2026-01-05 20:28:57.830714319 +0000 UTC m=+5.752469051,27,77148,1501085000,99897344,824903,1441094
2026-01-05 20:28:58.833476127 +0000 UTC m=+6.755230868,27,77148,1829953000,100438016,1008538,1768279
2026-01-05 20:28:59.836050004 +0000 UTC m=+7.757804726,27,77148,2150358000,100438016,1192633,2095149
2026-01-05 20:29:00.838237452 +0000 UTC m=+8.759992164,27,77148,2471893000,101744640,1376258,2421379
2026-01-05 20:29:01.841265539 +0000 UTC m=+9.763020261,27,77148,2772273000,101744640,1560308,2747611
2026-01-05 20:29:02.843604117 +0000 UTC m=+10.765358869,27,77148,3082832000,101879808,1744034,3073869
2026-01-05 20:29:03.845816774 +0000 UTC m=+11.767571496,27,77148,3382552000,104443904,1927775,3398919
2026-01-05 20:29:04.847732582 +0000 UTC m=+12.769487314,27,77148,3663448000,104443904,2111410,3725177
2026-01-05 20:29:05.850809339 +0000 UTC m=+13.772564051,27,77148,3968378000,104443904,2296052,4052371
2026-01-05 20:29:06.853494827 +0000 UTC m=+14.775249559,27,77148,4277983000,104443904,2479675,4378922
2026-01-05 20:29:07.855635964 +0000 UTC m=+15.777390676,27,77148,4592819000,104443904,2663487,4705154
2026-01-05 20:29:08.858141622 +0000 UTC m=+16.779896334,27,77148,4902970000,104443904,2847464,5032082
2026-01-05 20:29:09.86050875 +0000 UTC m=+17.782263471,27,77148,5221686000,104443904,3031200,5357118
2026-01-05 20:29:10.862546737 +0000 UTC m=+18.784301489,27,77148,5531322000,104443904,3215364,5683096
2026-01-05 20:29:11.865039134 +0000 UTC m=+19.786793857,27,77148,5843816000,104710144,3398985,6009644
2026-01-05 20:29:12.867404303 +0000 UTC m=+20.789159045,27,77148,6155607000,104710144,3582608,6335564
2026-01-05 20:29:13.86968545 +0000 UTC m=+21.791440192,27,77148,6453286000,104710144,3766894,6662748
2026-01-05 20:29:14.871993168 +0000 UTC m=+22.793747910,27,77148,6768335000,104968192,3950758,6989907
2026-01-05 20:29:15.874836845 +0000 UTC m=+23.796591557,27,77148,7094965000,103661568,4134489,7315251
2026-01-05 20:29:16.877405793 +0000 UTC m=+24.799160535,27,77148,7400888000,103919616,4318654,7640625
2026-01-05 20:29:17.879575111 +0000 UTC m=+25.801329833,27,77148,7700824000,103661568,4502282,7966867
2026-01-05 20:29:18.882009699 +0000 UTC m=+26.803764441,27,77148,8029865000,102473728,4686378,8294665
2026-01-05 20:29:19.884296096 +0000 UTC m=+27.806050839,27,77148,8356931000,102473728,4869766,8620573
2026-01-05 20:29:20.886433274 +0000 UTC m=+28.808187986,27,77148,8688583000,102473728,5053393,8946805
2026-01-05 20:29:21.889202032 +0000 UTC m=+29.810956754,27,77148,9003028000,102473728,5237611,9272135
2026-01-05 20:29:22.89200699 +0000 UTC m=+30.813761732,27,77148,9328168000,102473728,5422066,9598759
2026-01-05 20:29:23.894199908 +0000 UTC m=+31.815954650,27,77148,9483926000,102383616,5512461,9757442
