script,iteration,request_rate,percentile,latency
mixed-requests.lua,0,3000,50.0,13040.0
mixed-requests.lua,0,3000,75.0,15480.0
mixed-requests.lua,0,3000,90.0,16280.0
mixed-requests.lua,0,3000,99.0,16970.0
mixed-requests.lua,0,3000,99.9,17170.0
mixed-requests.lua,0,3000,99.99,17200.0
mixed-requests.lua,0,3000,99.999,17200.0
mixed-requests.lua,0,3000,100.0,17200.0
