timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:36:22.110999838 +0000 UTC m=+0.716655558,12,77148,98458000,26853376,6551,4616
2026-01-05 20:36:23.11369501 +0000 UTC m=+1.719350750,27,77148,281797000,51769344,88244,138526
2026-01-05 20:36:24.116372133 +0000 UTC m=+2.722027873,27,77148,628160000,69562368,273340,466049
2026-01-05 20:36:25.118232915 +0000 UTC m=+3.723888645,27,77148,963067000,87744512,457365,791676
2026-01-05 20:36:26.120623538 +0000 UTC m=+4.726279248,27,77148,1290978000,90181632,641281,1117625
2026-01-05 20:36:27.12299441 +0000 UTC m=+5.728650150,27,77148,1613628000,91648000,825251,1443322
2026-01-05 20:36:28.125298993 +0000 UTC m=+6.730954723,27,77148,1917745000,91701248,1009186,1770210
2026-01-05 20:36:29.128553585 +0000 UTC m=+7.734209325,27,77148,2220053000,91926528,1193097,2096154
2026-01-05 20:36:30.130641707 +0000 UTC m=+8.736297428,27,77148,2536520000,93429760,1376909,2422989
2026-01-05 20:36:31.13335892 +0000 UTC m=+9.739014660,27,77148,2843388000,93429760,1560773,2749867
2026-01-05 20:36:32.135759382 +0000 UTC m=+10.741415092,27,77148,3142739000,93569024,1744927,3076139
2026-01-05 20:36:33.138645115 +0000 UTC m=+11.744300855,27,77148,3520324000,96137216,1928662,3401174
2026-01-05 20:36:34.142454867 +0000 UTC m=+12.748110588,27,77148,3911552000,96137216,2112535,3727755
2026-01-05 20:36:35.14479654 +0000 UTC m=+13.750452250,27,77148,4279975000,96137216,2296863,4054612
2026-01-05 20:36:36.147776992 +0000 UTC m=+14.753432712,27,77148,4631805000,96137216,2480326,4380856
2026-01-05 20:36:37.150916655 +0000 UTC m=+15.756572365,27,77148,4966521000,96137216,2664844,4708040
2026-01-05 20:36:38.153146617 +0000 UTC m=+16.758802357,27,77148,5275769000,96137216,2848589,5034660
2026-01-05 20:36:39.15565502 +0000 UTC m=+17.761310750,27,77148,5590096000,96137216,3032801,5360342
2026-01-05 20:36:40.158176132 +0000 UTC m=+18.763831842,27,77148,5912185000,96137216,3216435,5686599
2026-01-05 20:36:41.160412755 +0000 UTC m=+19.766068495,27,77148,6240393000,96403456,3400295,6013149
2026-01-05 20:36:42.162728768 +0000 UTC m=+20.768384478,27,77148,6554985000,96403456,3583972,6338774
2026-01-05 20:36:43.16541386 +0000 UTC m=+21.771069580,27,77148,6902492000,96403456,3768021,6666255
2026-01-05 20:36:44.168924732 +0000 UTC m=+22.774580442,27,77148,7249119000,96403456,3951884,6992808
2026-01-05 20:36:45.171143755 +0000 UTC m=+23.776799485,27,77148,7567742000,95350784,4136143,7317871
2026-01-05 20:36:46.173528558 +0000 UTC m=+24.779184278,27,77148,7863416000,95350784,4319784,7644144
2026-01-05 20:36:47.17631509 +0000 UTC m=+25.781970840,27,77148,8153630000,95350784,4503881,7971016
2026-01-05 20:36:48.178364223 +0000 UTC m=+26.784019933,27,77148,8477550000,94167040,4687504,8297244
2026-01-05 20:36:49.180888976 +0000 UTC m=+27.786544706,27,77148,8787577000,94167040,4871368,8623798
2026-01-05 20:36:50.183169928 +0000 UTC m=+28.788825648,27,77148,9101735000,94167040,5055226,8950337
2026-01-05 20:36:51.18551171 +0000 UTC m=+29.791167440,27,77148,9399559000,94425088,5239200,9275696
2026-01-05 20:36:52.188099033 +0000 UTC m=+30.793754753,27,77148,9680139000,94167040,5423196,9601351
2026-01-05 20:36:53.190873136 +0000 UTC m=+31.796528866,27,77148,9821962000,94076928,5511744,9756850
