timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:40:48.083562031 +0000 UTC m=+9.486119739,49,77148,30431403000,474017792,745701,546091
2026-01-05 20:40:49.091684004 +0000 UTC m=+10.494241732,55,77148,33977923000,517451776,775820,917831
2026-01-05 20:40:50.096628998 +0000 UTC m=+11.499186716,56,77148,41252249000,638791680,824954,2757004
2026-01-05 20:40:51.115778382 +0000 UTC m=+12.518336100,56,77148,48354959000,771993600,887320,6041568
2026-01-05 20:40:52.119190236 +0000 UTC m=+13.521747954,56,77148,54757080000,781533184,948249,9940441
2026-01-05 20:40:53.132011329 +0000 UTC m=+14.534569028,56,77148,61551841000,793407488,1017099,14906601
2026-01-05 20:40:54.137752963 +0000 UTC m=+15.540310671,56,77148,68345068000,795549696,1085622,20130095
2026-01-05 20:40:55.140947417 +0000 UTC m=+16.543505125,56,77148,75380158000,800849920,1167585,26740663
2026-01-05 20:40:56.144876431 +0000 UTC m=+17.547434129,57,77148,82300900000,807632896,1257989,34499820
2026-01-05 20:40:57.149345305 +0000 UTC m=+18.551903053,57,77148,89133500000,812683264,1359526,43370288
2026-01-05 20:40:58.152133109 +0000 UTC m=+19.554690797,57,77148,95784826000,844558336,1458754,52267107
2026-01-05 20:40:59.156523453 +0000 UTC m=+20.559081171,57,77148,102600727000,930533376,1565326,62295348
2026-01-05 20:41:00.166094987 +0000 UTC m=+21.568652755,57,77148,109636178000,932642816,1674501,72592242
2026-01-05 20:41:01.172377411 +0000 UTC m=+22.574935108,57,77148,116544631000,1077485568,1784341,83302664
2026-01-05 20:41:02.182217144 +0000 UTC m=+23.584774852,57,77148,123588689000,1079246848,1909469,95394363
2026-01-05 20:41:03.186243188 +0000 UTC m=+24.588800896,57,77148,130360812000,1081217024,2024686,106664298
2026-01-05 20:41:04.192531782 +0000 UTC m=+25.595089490,57,77148,137086698000,523321344,2134288,117659483
2026-01-05 20:41:05.196518556 +0000 UTC m=+26.599076254,57,77148,143606690000,814714880,2313067,135648297
2026-01-05 20:41:06.204762209 +0000 UTC m=+27.607319928,57,77148,150252822000,977678336,2557696,160903155
2026-01-05 20:41:07.223671243 +0000 UTC m=+28.626228931,57,77148,156662131000,1139310592,2809239,187138279
2026-01-05 20:41:08.225472877 +0000 UTC m=+29.628030585,57,77148,163054208000,1279750144,3067565,214696139
2026-01-05 20:41:09.229550731 +0000 UTC m=+30.632108449,57,77148,169625665000,1336434688,3326626,242201502
2026-01-05 20:41:10.231751345 +0000 UTC m=+31.634309043,57,77148,176192518000,1564807168,3614250,273274192
2026-01-05 20:41:11.240542719 +0000 UTC m=+32.643100467,57,77148,182647448000,1565876224,3911701,305389629
2026-01-05 20:41:12.246359113 +0000 UTC m=+33.648916821,57,77148,189321128000,1844826112,4215038,338512841
2026-01-05 20:41:13.253747997 +0000 UTC m=+34.656305725,56,77148,195674350000,1845686272,4526089,372512911
2026-01-05 20:41:14.257441641 +0000 UTC m=+35.659999359,57,77148,202149562000,1847029760,4835076,406342794
2026-01-05 20:41:15.261975605 +0000 UTC m=+36.664533323,55,77148,208552959000,1847545856,5144324,440913754
2026-01-05 20:41:16.273141669 +0000 UTC m=+37.675699357,56,77148,214885324000,1848426496,5431978,472914300
2026-01-05 20:41:17.276226093 +0000 UTC m=+38.678783821,56,77148,221545956000,1849167872,5718783,505325862
2026-01-05 20:41:18.281964066 +0000 UTC m=+39.684521785,55,77148,227714227000,1849626624,6018554,538727316
2026-01-05 20:41:19.28467338 +0000 UTC m=+40.687231078,57,77148,231281558000,1857757184,6152688,554729009
