script,iteration,request_rate,percentile,latency
mixed-requests.lua,0,3000,50.0,1.74
mixed-requests.lua,0,3000,75.0,2.07
mixed-requests.lua,0,3000,90.0,2.42
mixed-requests.lua,0,3000,99.0,13.97
mixed-requests.lua,0,3000,99.9,20.33
mixed-requests.lua,0,3000,99.99,23.77
mixed-requests.lua,0,3000,99.999,25.69
mixed-requests.lua,0,3000,100.0,30.0
