timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:30:20.238859537 +0000 UTC m=+11.280054230,42,77148,35937709000,703320064,837321,612835
2026-01-05 20:30:21.245019505 +0000 UTC m=+12.286214188,49,77148,38020068000,708587520,856859,736403
2026-01-05 20:30:22.255030724 +0000 UTC m=+13.296225427,49,77148,44855992000,759783424,897189,1945325
2026-01-05 20:30:23.259734213 +0000 UTC m=+14.300928916,49,77148,51751478000,929181696,944176,4137744
2026-01-05 20:30:24.268830201 +0000 UTC m=+15.310024874,49,77148,58823708000,1211564032,1019035,8620902
2026-01-05 20:30:25.2767648 +0000 UTC m=+16.317959483,49,77148,65396934000,1556258816,1101124,14295143
2026-01-05 20:30:26.280456989 +0000 UTC m=+17.321651691,49,77148,72418195000,1940971520,1185325,20745497
2026-01-05 20:30:27.285318388 +0000 UTC m=+18.326513090,49,77148,79371598000,2353668096,1269386,27645664
2026-01-05 20:30:28.287820836 +0000 UTC m=+19.329015519,49,77148,86016451000,2733768704,1339024,33558779
2026-01-05 20:30:29.290744105 +0000 UTC m=+20.331938808,49,77148,92828321000,3138269184,1420816,40624656
2026-01-05 20:30:30.300511724 +0000 UTC m=+21.341706407,49,77148,99354225000,3523072000,1494481,47414763
2026-01-05 20:30:31.307127372 +0000 UTC m=+22.348322075,49,77148,106290056000,3936464896,1576693,54887908
2026-01-05 20:30:32.311836501 +0000 UTC m=+23.353031204,49,77148,112986428000,4344246272,1653072,61910070
2026-01-05 20:30:33.31629733 +0000 UTC m=+24.357492063,49,77148,119552693000,4768813056,1723792,68612558
2026-01-05 20:30:34.319199769 +0000 UTC m=+25.360394452,49,77148,126313409000,4950155264,1785397,74593278
2026-01-05 20:30:35.323000118 +0000 UTC m=+26.364194841,49,77148,133070700000,4950724608,1905108,86223995
2026-01-05 20:30:36.328917816 +0000 UTC m=+27.370112500,50,77148,139921307000,4925423616,2047771,99642816
2026-01-05 20:30:37.330909596 +0000 UTC m=+28.372104289,50,77148,146901369000,4926296064,2195886,114586619
2026-01-05 20:30:38.336448455 +0000 UTC m=+29.377643138,50,77148,153750544000,4927377408,2355276,130691400
2026-01-05 20:30:39.338801153 +0000 UTC m=+30.379995836,50,77148,160625548000,5018255360,2494714,145011406
2026-01-05 20:30:40.349201572 +0000 UTC m=+31.390396275,50,77148,166943930000,5484351488,2556829,151393132
2026-01-05 20:30:41.352333101 +0000 UTC m=+32.393527804,50,77148,173659481000,5483151360,2725235,169081520
2026-01-05 20:30:42.35887863 +0000 UTC m=+33.400073303,50,77148,180537685000,5484605440,2938856,191302057
2026-01-05 20:30:43.368115249 +0000 UTC m=+34.409309982,50,77148,187417957000,5485350912,3159649,214694463
2026-01-05 20:30:44.371156428 +0000 UTC m=+35.412351101,50,77148,194114290000,5791260672,3363531,236403408
2026-01-05 20:30:45.375380347 +0000 UTC m=+36.416575050,50,77148,200393305000,6432772096,3468197,247794645
2026-01-05 20:30:46.384940936 +0000 UTC m=+37.426135639,50,77148,206852851000,7204769792,3588518,260763524
2026-01-05 20:30:47.395148095 +0000 UTC m=+38.436342798,50,77148,213101540000,7873634304,3691557,271852282
2026-01-05 20:30:48.395853704 +0000 UTC m=+39.437048407,50,77148,219304813000,8694288384,3825626,286400109
2026-01-05 20:30:49.398826053 +0000 UTC m=+40.440020726,50,77148,225637011000,9533415424,3954195,300415552
2026-01-05 20:30:50.401738982 +0000 UTC m=+41.442933655,50,77148,231908895000,10296868864,4073139,313304784
2026-01-05 20:30:51.404280091 +0000 UTC m=+42.445474774,50,77148,236690876000,10878685184,4158190,323474751
2026-01-05 20:30:52.527406388 +0000 UTC m=+43.568601061,0,0,0,0,0,0
