timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:30:54.048159957 +0000 UTC m=+1.156931687,21,77148,584318000,110116864,11651,11365
2026-01-05 20:30:55.050914996 +0000 UTC m=+2.159686706,28,77148,2045650000,144457728,108112,3185548
2026-01-05 20:30:56.057059805 +0000 UTC m=+3.165831525,28,77148,6313397000,138219520,295761,15432408
2026-01-05 20:30:57.061857464 +0000 UTC m=+4.170629184,28,77148,10715264000,164511744,461475,29013969
2026-01-05 20:30:58.064033864 +0000 UTC m=+5.172805593,28,77148,14889292000,145055744,604867,41603741
2026-01-05 20:30:59.066290903 +0000 UTC m=+6.175062633,28,77148,19069303000,182902784,741169,54094212
2026-01-05 20:31:00.075439842 +0000 UTC m=+7.184211542,28,77148,23029690000,145420288,866037,65868779
2026-01-05 20:31:01.083234591 +0000 UTC m=+8.192006321,28,77148,27144711000,154087424,991454,78148215
2026-01-05 20:31:02.083157091 +0000 UTC m=+9.191928811,28,77148,31064167000,154279936,1103807,88973315
2026-01-05 20:31:03.08523537 +0000 UTC m=+10.194007090,28,77148,35216081000,156545024,1220889,100630914
2026-01-05 20:31:04.087675559 +0000 UTC m=+11.196447289,28,77148,39201362000,132997120,1333870,111810958
2026-01-05 20:31:05.091831379 +0000 UTC m=+12.200603099,28,77148,43156330000,152326144,1439015,122662254
2026-01-05 20:31:06.094732547 +0000 UTC m=+13.203504307,28,77148,46867949000,139530240,1540321,133050875
2026-01-05 20:31:07.104536267 +0000 UTC m=+14.213307987,28,77148,50691452000,134950912,1641435,143452146
2026-01-05 20:31:08.113455786 +0000 UTC m=+15.222227506,28,77148,54720798000,160137216,1748094,154569648
2026-01-05 20:31:09.117891215 +0000 UTC m=+16.226662935,28,77148,58713789000,158085120,1853884,165555164
2026-01-05 20:31:10.120650195 +0000 UTC m=+17.229421905,28,77148,62325108000,134877184,1946000,175089788
2026-01-05 20:31:11.124044414 +0000 UTC m=+18.232816134,28,77148,66445551000,172109824,2055006,186798759
2026-01-05 20:31:12.127852213 +0000 UTC m=+19.236623923,28,77148,70390433000,198717440,2156612,197426969
2026-01-05 20:31:13.130202873 +0000 UTC m=+20.238974603,28,77148,74432265000,166277120,2261790,208822218
2026-01-05 20:31:14.132450062 +0000 UTC m=+21.241221772,28,77148,78351355000,139378688,2362642,219572671
2026-01-05 20:31:15.135170162 +0000 UTC m=+22.243941862,28,77148,82237072000,172437504,2462042,230233802
2026-01-05 20:31:16.140272961 +0000 UTC m=+23.249044691,28,77148,86153894000,152227840,2558971,240775451
2026-01-05 20:31:17.14294347 +0000 UTC m=+24.251715190,28,77148,89948217000,174034944,2653202,251050301
2026-01-05 20:31:18.146023 +0000 UTC m=+25.254794700,28,77148,94010040000,170545152,2757084,262259735
2026-01-05 20:31:19.149438659 +0000 UTC m=+26.258210379,28,77148,98022215000,170610688,2858849,273384241
2026-01-05 20:31:20.152240809 +0000 UTC m=+27.261012539,28,77148,101940143000,171913216,2960499,284668321
2026-01-05 20:31:21.156896178 +0000 UTC m=+28.265667929,28,77148,105784457000,162136064,3052228,294420479
2026-01-05 20:31:22.159685948 +0000 UTC m=+29.268457678,28,77148,109573310000,153038848,3149570,305093621
2026-01-05 20:31:23.164228107 +0000 UTC m=+30.272999847,28,77148,113502985000,194248704,3249964,316228895
2026-01-05 20:31:24.168563897 +0000 UTC m=+31.277335627,28,77148,117516344000,172834816,3345455,326699564
2026-01-05 20:31:25.170995976 +0000 UTC m=+32.279767696,28,77148,120024099000,150937600,3402101,333261614
