timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:32:37.830062788 +0000 UTC m=+0.712520897,10,77148,90820000,24633344,5833,4076
2026-01-05 20:32:38.833575758 +0000 UTC m=+1.716033847,25,77148,285379000,47960064,91130,144611
2026-01-05 20:32:39.836382799 +0000 UTC m=+2.718840887,25,77148,666983000,65568768,275342,470561
2026-01-05 20:32:40.838326049 +0000 UTC m=+3.720784148,25,77148,1046120000,83185664,460185,796510
2026-01-05 20:32:41.840953219 +0000 UTC m=+4.723411308,25,77148,1367987000,86056960,644158,1122515
2026-01-05 20:32:42.84437569 +0000 UTC m=+5.726833799,25,77148,1669485000,87416832,828072,1449137
2026-01-05 20:32:43.84821991 +0000 UTC m=+6.730677999,25,77148,1987499000,87474176,1012163,1775994
2026-01-05 20:32:44.849626081 +0000 UTC m=+7.732084170,25,77148,2295603000,87474176,1196280,2102224
2026-01-05 20:32:45.851968621 +0000 UTC m=+8.734426720,25,77148,2615686000,89014272,1379959,2429100
2026-01-05 20:32:46.854361122 +0000 UTC m=+9.736819211,25,77148,2927117000,89145344,1563586,2755332
2026-01-05 20:32:47.856707803 +0000 UTC m=+10.739165891,25,77148,3240158000,89280512,1747374,3079441
2026-01-05 20:32:48.858998333 +0000 UTC m=+11.741456412,25,77148,3604238000,91844608,1931669,3407593
2026-01-05 20:32:49.861273263 +0000 UTC m=+12.743731392,25,77148,3969192000,91844608,2115529,3733216
2026-01-05 20:32:50.864289594 +0000 UTC m=+13.746747673,25,77148,4300065000,91844608,2299152,4060371
2026-01-05 20:32:51.866635785 +0000 UTC m=+14.749093894,25,77148,4607554000,91844608,2483255,4387249
2026-01-05 20:32:52.869106006 +0000 UTC m=+15.751564114,25,77148,4894111000,91844608,2667070,4712942
2026-01-05 20:32:53.871410935 +0000 UTC m=+16.753869025,25,77148,5206854000,91844608,2851038,5038286
2026-01-05 20:32:54.873817176 +0000 UTC m=+17.756275275,25,77148,5499059000,91844608,3034917,5364558
2026-01-05 20:32:55.877025417 +0000 UTC m=+18.759483516,25,77148,5774359000,91844608,3218354,5690182
2026-01-05 20:32:56.879323568 +0000 UTC m=+19.761781677,25,77148,6060072000,92368896,3402874,6017981
2026-01-05 20:32:57.884796818 +0000 UTC m=+20.767254907,25,77148,6353756000,92110848,3586970,6345166
2026-01-05 20:32:58.887223849 +0000 UTC m=+21.769681958,25,77148,6690814000,92106752,3771071,6672042
2026-01-05 20:32:59.8899505 +0000 UTC m=+22.772408588,25,77148,7075987000,92110848,3955039,6997078
2026-01-05 20:33:00.89264403 +0000 UTC m=+23.775102139,25,77148,7461198000,91062272,4138918,7323982
2026-01-05 20:33:01.895806471 +0000 UTC m=+24.778264560,25,77148,7835501000,91062272,4322594,7649606
2026-01-05 20:33:02.898229422 +0000 UTC m=+25.780687521,25,77148,8209925000,91058176,4506454,7976156
2026-01-05 20:33:03.900794662 +0000 UTC m=+26.783252751,25,77148,8601157000,88829952,4690978,8303959
2026-01-05 20:33:04.903355713 +0000 UTC m=+27.785813802,25,77148,8962423000,88829952,4874605,8630191
2026-01-05 20:33:05.906241744 +0000 UTC m=+28.788699852,25,77148,9315174000,88829952,5058810,8955858
2026-01-05 20:33:06.908517504 +0000 UTC m=+29.790975623,25,77148,9655054000,88829952,5242498,9281834
2026-01-05 20:33:07.910785495 +0000 UTC m=+30.793243574,25,77148,9970109000,88829952,5426365,9608400
2026-01-05 20:33:08.926826215 +0000 UTC m=+31.809284305,38,77148,10114251000,98070528,5511281,9756698
