timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:32:04.918295427 +0000 UTC m=+3.158711018,33,77148,7162521000,272232448,206539,149312
2026-01-05 20:32:05.920169576 +0000 UTC m=+4.160585168,47,77148,8353143000,276938752,282291,273364
2026-01-05 20:32:06.928969996 +0000 UTC m=+5.169385578,47,77148,10456389000,290344960,467138,601836
2026-01-05 20:32:07.937463736 +0000 UTC m=+6.177879309,47,77148,12059226000,293040128,652487,929371
2026-01-05 20:32:08.938729047 +0000 UTC m=+7.179144609,46,77148,13440380000,317931520,836349,1256555
2026-01-05 20:32:09.942396356 +0000 UTC m=+8.182811928,47,77148,14831760000,329453568,1020548,1583133
2026-01-05 20:32:10.944679306 +0000 UTC m=+9.185094878,47,77148,15820126000,329129984,1204428,1909408
2026-01-05 20:32:11.947361756 +0000 UTC m=+10.187777338,46,77148,16441552000,356618240,1388053,2235960
2026-01-05 20:32:12.949845597 +0000 UTC m=+11.190261169,46,77148,17295781000,358965248,1571728,2561583
2026-01-05 20:32:13.952632427 +0000 UTC m=+12.193047989,46,77148,18202765000,362151936,1755833,2888472
2026-01-05 20:32:14.954951927 +0000 UTC m=+13.195367509,46,77148,18778475000,394575872,1939529,3214703
2026-01-05 20:32:15.957196197 +0000 UTC m=+14.197611759,46,77148,19587637000,397017088,2123920,3541297
2026-01-05 20:32:16.959691717 +0000 UTC m=+15.200107299,48,77148,21418064000,440860672,2307602,3866936
2026-01-05 20:32:17.966421848 +0000 UTC m=+16.206837430,48,77148,22610764000,454148096,2492125,4195061
2026-01-05 20:32:18.968964078 +0000 UTC m=+17.209379660,47,77148,23455695000,440762368,2675800,4520684
2026-01-05 20:32:19.972493758 +0000 UTC m=+18.212909330,46,77148,23757506000,444977152,2859972,4847640
2026-01-05 20:32:20.974841518 +0000 UTC m=+19.215257090,46,77148,23978710000,447094784,3043835,5174193
2026-01-05 20:32:21.977225669 +0000 UTC m=+20.217641231,46,77148,24183533000,474419200,3228226,5500787
2026-01-05 20:32:22.980255719 +0000 UTC m=+21.220671311,46,77148,24393846000,476532736,3412331,5826426
2026-01-05 20:32:23.982871859 +0000 UTC m=+22.223287451,46,77148,24606916000,478650368,3596009,6153302
2026-01-05 20:32:24.98501312 +0000 UTC m=+23.225428702,46,77148,24816034000,495464448,3779867,6479850
2026-01-05 20:32:25.98767132 +0000 UTC m=+24.228086891,46,77148,25284255000,508174336,3963551,6805491
2026-01-05 20:32:26.99012138 +0000 UTC m=+25.230536952,46,77148,25865728000,512536576,4147182,7131736
2026-01-05 20:32:27.99370698 +0000 UTC m=+26.234122552,46,77148,26137423000,514662400,4331513,7458288
2026-01-05 20:32:28.99593415 +0000 UTC m=+27.236349752,46,77148,26496618000,542023680,4515267,7784237
2026-01-05 20:32:29.998706901 +0000 UTC m=+28.239122473,46,77148,26833825000,544169984,4699372,8111448
2026-01-05 20:32:31.000974852 +0000 UTC m=+29.241390443,46,77148,27078711000,546287616,4883523,8437717
2026-01-05 20:32:32.003228181 +0000 UTC m=+30.243643754,46,77148,27308201000,565219328,5067149,8763948
2026-01-05 20:32:33.006134712 +0000 UTC m=+31.246550294,46,77148,27543021000,575741952,5251018,9090516
2026-01-05 20:32:34.008280963 +0000 UTC m=+32.248696545,46,77148,27880477000,580075520,5434642,9416745
2026-01-05 20:32:35.010573412 +0000 UTC m=+33.250989014,46,77148,28085121000,582193152,5618371,9741765
2026-01-05 20:32:36.013027903 +0000 UTC m=+34.253443505,46,77148,28212757000,596987904,5708592,9899219
