script,iteration,request_rate,percentile,latency
mixed-requests.lua,0,3000,50.0,3.68
mixed-requests.lua,0,3000,75.0,5.68
mixed-requests.lua,0,3000,90.0,10.1
mixed-requests.lua,0,3000,99.0,41.47
mixed-requests.lua,0,3000,99.9,69.95
mixed-requests.lua,0,3000,99.99,78.53
mixed-requests.lua,0,3000,99.999,81.21
mixed-requests.lua,0,3000,100.0,83.97
