script,iteration,request_rate,percentile,latency
mixed-requests.lua,0,800,50.0,0.96
mixed-requests.lua,0,800,75.0,1.21
mixed-requests.lua,0,800,90.0,1.38
mixed-requests.lua,0,800,99.0,1.54
mixed-requests.lua,0,800,99.9,1.92
mixed-requests.lua,0,800,99.99,4.33
mixed-requests.lua,0,800,99.999,5.05
mixed-requests.lua,0,800,100.0,5.05
