script,iteration,request_rate,percentile,latency
mixed-requests.lua,0,3000,50.0,14790.0
mixed-requests.lua,0,3000,75.0,17010.0
mixed-requests.lua,0,3000,90.0,18420.0
mixed-requests.lua,0,3000,99.0,19090.0
mixed-requests.lua,0,3000,99.9,19220.0
mixed-requests.lua,0,3000,99.99,19280.0
mixed-requests.lua,0,3000,99.999,19320.0
mixed-requests.lua,0,3000,100.0,19320.0
