timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:42:05.426994558 +0000 UTC m=+1.096753523,21,77148,547326000,112197632,10061,10285
2026-01-05 20:42:06.436941661 +0000 UTC m=+2.106700607,28,77148,2272850000,144482304,126674,4272013
2026-01-05 20:42:07.444427186 +0000 UTC m=+3.114186122,28,77148,6851148000,135581696,328049,18230674
2026-01-05 20:42:08.44663771 +0000 UTC m=+4.116396655,28,77148,11261183000,156876800,488598,31426450
2026-01-05 20:42:09.453734634 +0000 UTC m=+5.123493590,28,77148,15373820000,141557760,633129,44271106
2026-01-05 20:42:10.460315368 +0000 UTC m=+6.130074324,28,77148,19661845000,178225152,776764,57630725
2026-01-05 20:42:11.462332112 +0000 UTC m=+7.132091058,28,77148,24011526000,157151232,911287,70565970
2026-01-05 20:42:12.465254037 +0000 UTC m=+8.135012982,28,77148,28107425000,146190336,1035364,82404820
2026-01-05 20:42:13.483162 +0000 UTC m=+9.152920966,28,77148,32265067000,184561664,1159672,94807188
2026-01-05 20:42:14.485071435 +0000 UTC m=+10.154830391,28,77148,36558582000,166916096,1282757,107012166
2026-01-05 20:42:15.491363578 +0000 UTC m=+11.161122545,28,77148,40741544000,174661632,1404662,119402520
2026-01-05 20:42:16.494388213 +0000 UTC m=+12.164147179,28,77148,45043017000,193114112,1526325,131960427
2026-01-05 20:42:17.500749537 +0000 UTC m=+13.170508483,28,77148,49509087000,198656000,1653399,144894236
2026-01-05 20:42:18.507167542 +0000 UTC m=+14.176926487,28,77148,53819808000,207020032,1773387,157370458
2026-01-05 20:42:19.513580265 +0000 UTC m=+15.183339211,28,77148,57905856000,187260928,1888869,169449032
2026-01-05 20:42:20.51586803 +0000 UTC m=+16.185626975,28,77148,61750328000,230961152,1986577,179667914
2026-01-05 20:42:21.519352914 +0000 UTC m=+17.189111880,28,77148,65916287000,186052608,2102769,192115844
2026-01-05 20:42:22.521185068 +0000 UTC m=+18.190944004,28,77148,69766605000,192737280,2201477,202566265
2026-01-05 20:42:23.529410082 +0000 UTC m=+19.199169028,28,77148,74023240000,190676992,2317358,215215297
2026-01-05 20:42:24.535247366 +0000 UTC m=+20.205006333,28,77148,78125400000,221925376,2422618,226373762
2026-01-05 20:42:25.53819475 +0000 UTC m=+21.207953697,28,77148,82450246000,212951040,2539812,238995198
2026-01-05 20:42:26.543859205 +0000 UTC m=+22.213618150,28,77148,86590144000,204767232,2646935,250583031
2026-01-05 20:42:27.547172879 +0000 UTC m=+23.216931865,28,77148,90718352000,188870656,2752337,262028822
2026-01-05 20:42:28.550968644 +0000 UTC m=+24.220727629,28,77148,94761977000,208592896,2851826,272649885
2026-01-05 20:42:29.553214207 +0000 UTC m=+25.222973143,28,77148,98810709000,196386816,2964463,284881521
2026-01-05 20:42:30.560030572 +0000 UTC m=+26.229789528,28,77148,103588963000,239906816,3090315,298544281
2026-01-05 20:42:31.562157486 +0000 UTC m=+27.231916432,28,77148,108743716000,241229824,3227667,313536207
2026-01-05 20:42:32.56502739 +0000 UTC m=+28.234786336,28,77148,114131322000,279490560,3370803,329194436
2026-01-05 20:42:33.568352935 +0000 UTC m=+29.238111871,28,77148,119616150000,236130304,3521679,345848392
2026-01-05 20:42:34.570389669 +0000 UTC m=+30.240148615,28,77148,124727268000,269627392,3651766,359719767
2026-01-05 20:42:35.573508743 +0000 UTC m=+31.243267719,28,77148,130006567000,257015808,3790518,374956635
2026-01-05 20:42:37.098651249 +0000 UTC m=+32.768410196,0,0,0,0,0,0
