timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage
2026-01-05 18:26:12.918775136 +0000 UTC m=+0.655259687,5,77148,51141000,11243520
2026-01-05 18:26:13.924222289 +0000 UTC m=+1.660706840,28,77148,3987487000,168587264
2026-01-05 18:26:14.927045993 +0000 UTC m=+2.663530544,48,77148,7093981000,272834560
2026-01-05 18:26:15.929800736 +0000 UTC m=+3.666285297,48,77148,9365679000,284155904
2026-01-05 18:26:16.93235757 +0000 UTC m=+4.668842141,48,77148,10775800000,292069376
2026-01-05 18:26:17.934781194 +0000 UTC m=+5.671265754,48,77148,11889461000,313692160
2026-01-05 18:26:18.937764758 +0000 UTC m=+6.674249338,48,77148,13733271000,265666560
2026-01-05 18:26:19.939945131 +0000 UTC m=+7.676429692,46,77148,14902936000,284889088
2026-01-05 18:26:20.942673785 +0000 UTC m=+8.679158336,46,77148,15819614000,287514624
2026-01-05 18:26:21.945050329 +0000 UTC m=+9.681534880,47,77148,17026382000,317542400
2026-01-05 18:26:22.947947222 +0000 UTC m=+10.684431793,46,77148,17830330000,355721216
2026-01-05 18:26:23.950567366 +0000 UTC m=+11.687051927,46,77148,18781914000,345149440
2026-01-05 18:26:24.952940489 +0000 UTC m=+12.689425060,46,77148,20181608000,374489088
2026-01-05 18:26:25.955581354 +0000 UTC m=+13.692065935,48,77148,21751537000,409255936
2026-01-05 18:26:26.958984497 +0000 UTC m=+14.695469058,48,77148,22736778000,409669632
2026-01-05 18:26:27.962153531 +0000 UTC m=+15.698638102,48,77148,24340351000,449970176
2026-01-05 18:26:28.964704295 +0000 UTC m=+16.701188856,47,77148,25677328000,442765312
2026-01-05 18:26:29.968417649 +0000 UTC m=+17.704902210,46,77148,26060099000,461651968
2026-01-05 18:26:30.971682333 +0000 UTC m=+18.708166914,46,77148,26482358000,461717504
2026-01-05 18:26:31.974403617 +0000 UTC m=+19.710888188,46,77148,26860109000,465969152
2026-01-05 18:26:32.977475281 +0000 UTC m=+20.713959862,46,77148,27159458000,529076224
2026-01-05 18:26:33.979725905 +0000 UTC m=+21.716210466,46,77148,27606839000,529424384
2026-01-05 18:26:34.982664789 +0000 UTC m=+22.719149360,46,77148,27881985000,531537920
2026-01-05 18:26:35.986455583 +0000 UTC m=+23.722940164,46,77148,28213772000,531283968
2026-01-05 18:26:36.989317747 +0000 UTC m=+24.725802328,46,77148,28584458000,573353984
2026-01-05 18:26:37.991708351 +0000 UTC m=+25.728192902,46,77148,28901715000,596516864
2026-01-05 18:26:38.996643995 +0000 UTC m=+26.733128556,46,77148,29148186000,596529152
2026-01-05 18:26:39.999527799 +0000 UTC m=+27.736012360,46,77148,29416825000,600743936
2026-01-05 18:26:41.002219453 +0000 UTC m=+28.738704014,46,77148,29687833000,625950720
2026-01-05 18:26:42.005205218 +0000 UTC m=+29.741689778,46,77148,29939645000,642801664
2026-01-05 18:26:43.008376392 +0000 UTC m=+30.744860953,46,77148,30226380000,663851008
2026-01-05 18:26:44.011459176 +0000 UTC m=+31.747943747,46,77148,30573121000,672358400
2026-01-05 18:26:45.040441989 +0000 UTC m=+32.776926560,46,77148,30780576000,697610240
2026-01-05 18:26:46.043071073 +0000 UTC m=+33.779555644,46,77148,30798332000,697614336
2026-01-05 18:26:47.045740148 +0000 UTC m=+34.782224709,46,77148,30815080000,697610240
