timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:25:38.520628139 +0000 UTC m=+20.204038198,47,77148,54804664000,430071808,907901,664243
2026-01-05 20:25:39.538124772 +0000 UTC m=+21.221534811,46,77148,55048561000,435425280,911487,665869
2026-01-05 20:25:40.561812125 +0000 UTC m=+22.245222164,56,77148,61075128000,475496448,939424,1059673
2026-01-05 20:25:41.568782748 +0000 UTC m=+23.252192767,56,77148,67466600000,533880832,966049,1891748
2026-01-05 20:25:42.575641341 +0000 UTC m=+24.259051400,56,77148,73640070000,614178816,994737,3200856
2026-01-05 20:25:43.584023045 +0000 UTC m=+25.267433074,56,77148,79378204000,722382848,1027036,4776517
2026-01-05 20:25:44.594844788 +0000 UTC m=+26.278254837,56,77148,85344777000,757538816,1067904,7282607
2026-01-05 20:25:45.610830661 +0000 UTC m=+27.294240680,56,77148,91796791000,763539456,1110624,10098931
2026-01-05 20:25:46.612918914 +0000 UTC m=+28.296328953,56,77148,98046980000,771346432,1153010,12991146
2026-01-05 20:25:47.621488988 +0000 UTC m=+29.304899017,56,77148,104557588000,784834560,1196527,16235512
2026-01-05 20:25:48.629625722 +0000 UTC m=+30.313035750,56,77148,110854199000,788652032,1240643,19635173
2026-01-05 20:25:49.634046715 +0000 UTC m=+31.317456754,56,77148,117054256000,791846912,1285887,23349898
2026-01-05 20:25:50.637639579 +0000 UTC m=+32.321049618,56,77148,123596933000,797843456,1335342,27305727
2026-01-05 20:25:51.645181152 +0000 UTC m=+33.328591211,56,77148,129888478000,794492928,1390742,32079989
2026-01-05 20:25:52.654077866 +0000 UTC m=+34.337487915,56,77148,136404271000,798674944,1451243,37321580
2026-01-05 20:25:53.666444279 +0000 UTC m=+35.349854308,56,77148,142591612000,800444416,1514901,42947909
2026-01-05 20:25:54.677024132 +0000 UTC m=+36.360434151,56,77148,149031950000,920203264,1592687,49977595
2026-01-05 20:25:55.682686406 +0000 UTC m=+37.366096465,56,77148,155346167000,921714688,1664447,56531895
2026-01-05 20:25:56.687489589 +0000 UTC m=+38.370899648,57,77148,161682284000,923303936,1739100,63468376
2026-01-05 20:25:57.692943104 +0000 UTC m=+39.376353153,57,77148,167959778000,924692480,1815871,70783042
2026-01-05 20:25:58.701961667 +0000 UTC m=+40.385371706,57,77148,174082993000,1022722048,1893776,78220888
2026-01-05 20:25:59.706648081 +0000 UTC m=+41.390058120,57,77148,180081028000,1070190592,1971757,85726418
2026-01-05 20:26:00.717471455 +0000 UTC m=+42.400881484,57,77148,186338739000,1071394816,2056008,93799839
2026-01-05 20:26:01.724091508 +0000 UTC m=+43.407501537,57,77148,192707553000,1072685056,2143522,102205227
2026-01-05 20:26:02.734312092 +0000 UTC m=+44.417722121,57,77148,198900746000,1073762304,2234026,111398938
2026-01-05 20:26:03.738094226 +0000 UTC m=+45.421504255,57,77148,205215025000,1252122624,2324571,120437343
2026-01-05 20:26:04.74492142 +0000 UTC m=+46.428331449,57,77148,211253863000,576065536,2408486,128956666
2026-01-05 20:26:05.752743164 +0000 UTC m=+47.436153203,57,77148,217555832000,801419264,2537504,142145607
2026-01-05 20:26:06.756689287 +0000 UTC m=+48.440099317,57,77148,223633278000,929513472,2686192,157376375
2026-01-05 20:26:07.767990781 +0000 UTC m=+49.451400811,57,77148,229777693000,931622912,2809438,170320982
2026-01-05 20:26:08.785341585 +0000 UTC m=+50.468751774,57,77148,235480014000,932589568,2895453,179255030
2026-01-05 20:26:09.788889779 +0000 UTC m=+51.472299808,57,77148,240892727000,1087000576,2986639,189130035
2026-01-05 20:26:11.69068955 +0000 UTC m=+53.374099579,0,0,0,0,0,0
