timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:31:29.550762457 +0000 UTC m=+3.195813155,40,77148,6733243000,176803840,200439,144668
2026-01-05 20:31:30.553799097 +0000 UTC m=+4.198849805,54,77148,7872950000,198569984,277558,270964
2026-01-05 20:31:31.557244327 +0000 UTC m=+5.202295035,54,77148,9895969000,217235456,461460,598441
2026-01-05 20:31:32.559666396 +0000 UTC m=+6.204717134,54,77148,11334532000,241774592,645197,924671
2026-01-05 20:31:33.561847716 +0000 UTC m=+7.206898434,54,77148,12268077000,230723584,829352,1250944
2026-01-05 20:31:34.565475926 +0000 UTC m=+8.210526634,54,77148,13650526000,264552448,1013510,1577229
2026-01-05 20:31:35.568333005 +0000 UTC m=+9.213383823,54,77148,14554175000,268361728,1197429,1902868
2026-01-05 20:31:36.570862065 +0000 UTC m=+10.215912773,53,77148,15318134000,276037632,1381530,2229758
2026-01-05 20:31:37.573296245 +0000 UTC m=+11.218346973,53,77148,16349023000,278212608,1565388,2556306
2026-01-05 20:31:38.575669135 +0000 UTC m=+12.220719833,53,77148,17199446000,275238912,1749015,2882538
2026-01-05 20:31:39.578161474 +0000 UTC m=+13.223212172,53,77148,17655602000,277622784,1932699,3208487
2026-01-05 20:31:40.580646654 +0000 UTC m=+14.225697392,53,77148,18583553000,286744576,2116875,3534733
2026-01-05 20:31:41.583327224 +0000 UTC m=+15.228377922,55,77148,19874960000,286773248,2300605,3860398
2026-01-05 20:31:42.585430174 +0000 UTC m=+16.230480892,55,77148,20296953000,289198080,2484895,4186963
2026-01-05 20:31:43.587618023 +0000 UTC m=+17.232668751,53,77148,20544822000,278589440,2668332,4513514
2026-01-05 20:31:44.589737363 +0000 UTC m=+18.234788091,53,77148,20783855000,278765568,2852497,4840454
2026-01-05 20:31:45.592281743 +0000 UTC m=+19.237332471,53,77148,21003827000,278843392,3036361,5167008
2026-01-05 20:31:46.595774173 +0000 UTC m=+20.240824881,53,77148,21237282000,278933504,3219993,5493254
2026-01-05 20:31:47.598439683 +0000 UTC m=+21.243490401,53,77148,21461428000,279040000,3403960,5818597
2026-01-05 20:31:48.601516112 +0000 UTC m=+22.246566820,53,77148,21747687000,279453696,3588069,6144250
2026-01-05 20:31:49.603839052 +0000 UTC m=+23.248889750,53,77148,22009919000,279293952,3771694,6471729
2026-01-05 20:31:50.605943552 +0000 UTC m=+24.250994260,53,77148,22551570000,279482368,3956031,6798926
2026-01-05 20:31:51.608318182 +0000 UTC m=+25.253368890,53,77148,22766467000,279539712,4139710,7124553
2026-01-05 20:31:52.610593272 +0000 UTC m=+26.255643970,53,77148,22981050000,279609344,4323758,7452033
2026-01-05 20:31:53.612802642 +0000 UTC m=+27.257853350,53,77148,23205511000,279683072,4507541,7776450
2026-01-05 20:31:54.615409332 +0000 UTC m=+28.260460030,53,77148,23434093000,279732224,4691251,8102722
2026-01-05 20:31:55.617772352 +0000 UTC m=+29.262823080,53,77148,23678542000,279805952,4875113,8429274
2026-01-05 20:31:56.624180512 +0000 UTC m=+30.269231219,53,77148,23951644000,280096768,5058735,8755501
2026-01-05 20:31:57.626478752 +0000 UTC m=+31.271529450,53,77148,24174456000,279883776,5243782,9083654
2026-01-05 20:31:58.629483392 +0000 UTC m=+32.274534100,53,77148,24505422000,280068096,5427646,9410208
2026-01-05 20:31:59.631900161 +0000 UTC m=+33.276950879,53,77148,24754785000,280121344,5611917,9735940
2026-01-05 20:32:00.633925911 +0000 UTC m=+34.278976620,53,77148,24884502000,280129536,5702913,9895823
