timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:27:07.477847334 +0000 UTC m=+1.913788224,21,77148,1093675000,111955968,15487,14161
2026-01-05 20:27:08.485575869 +0000 UTC m=+2.921516759,21,77148,1504018000,124919808,43244,367827
2026-01-05 20:27:09.491968335 +0000 UTC m=+3.927909235,28,77148,5978824000,157351936,184833,7332258
2026-01-05 20:27:10.50192277 +0000 UTC m=+4.937863650,28,77148,10423135000,161939456,295504,15147712
2026-01-05 20:27:11.505090065 +0000 UTC m=+5.941030925,28,77148,14934442000,148168704,397898,23154454
2026-01-05 20:27:12.523126 +0000 UTC m=+6.959066880,28,77148,19238640000,169635840,493172,31088168
2026-01-05 20:27:13.538926135 +0000 UTC m=+7.974867025,28,77148,23684460000,155033600,583778,39106911
2026-01-05 20:27:14.546099481 +0000 UTC m=+8.982040351,28,77148,28167758000,166576128,668533,46729375
2026-01-05 20:27:15.561417466 +0000 UTC m=+9.997358396,28,77148,32490332000,150913024,750655,54350277
2026-01-05 20:27:16.565715332 +0000 UTC m=+11.001656221,28,77148,36630285000,148959232,827240,61340230
2026-01-05 20:27:17.586553807 +0000 UTC m=+12.022494687,28,77148,40819981000,170262528,903370,68689360
2026-01-05 20:27:18.589734912 +0000 UTC m=+13.025675792,28,77148,45119984000,155058176,979240,75856195
2026-01-05 20:27:19.593689518 +0000 UTC m=+14.029630418,28,77148,49426345000,160796672,1051571,82838213
2026-01-05 20:27:20.598504583 +0000 UTC m=+15.034445453,28,77148,53584358000,154677248,1126520,90137843
2026-01-05 20:27:21.602570339 +0000 UTC m=+16.038511199,28,77148,57767152000,164343808,1200662,97267962
2026-01-05 20:27:22.605701664 +0000 UTC m=+17.041642535,28,77148,61896147000,170278912,1270910,104271362
2026-01-05 20:27:23.61320173 +0000 UTC m=+18.049142620,28,77148,65809392000,152387584,1337257,110719230
2026-01-05 20:27:24.617388565 +0000 UTC m=+19.053329436,28,77148,69901610000,157650944,1408001,117842873
2026-01-05 20:27:25.628889371 +0000 UTC m=+20.064830261,28,77148,73943531000,148705280,1474773,124645338
2026-01-05 20:27:26.631266857 +0000 UTC m=+21.067207727,28,77148,78017951000,164474880,1540980,131539147
2026-01-05 20:27:27.635125512 +0000 UTC m=+22.071066412,28,77148,81819368000,174354432,1598282,137264103
2026-01-05 20:27:28.639339708 +0000 UTC m=+23.075280578,28,77148,85995063000,172818432,1674122,145194928
2026-01-05 20:27:29.641720464 +0000 UTC m=+24.077661334,28,77148,89951174000,168525824,1734246,151259205
2026-01-05 20:27:30.64833077 +0000 UTC m=+25.084271660,28,77148,93996340000,164016128,1799860,158121058
2026-01-05 20:27:31.651884476 +0000 UTC m=+26.087825356,28,77148,98261232000,164372480,1869305,165304257
2026-01-05 20:27:32.654765322 +0000 UTC m=+27.090706222,28,77148,102081685000,191205376,1928389,171573133
2026-01-05 20:27:33.657606128 +0000 UTC m=+28.093546997,28,77148,106264997000,179671040,1993743,178377581
2026-01-05 20:27:34.660374533 +0000 UTC m=+29.096315403,28,77148,110635928000,157925376,2067534,186300333
2026-01-05 20:27:35.664920379 +0000 UTC m=+30.100861249,28,77148,114351642000,173076480,2124384,192197399
2026-01-05 20:27:36.668778195 +0000 UTC m=+31.104719065,28,77148,118462850000,155443200,2185662,198627521
2026-01-05 20:27:37.673418051 +0000 UTC m=+32.109358921,28,77148,122561882000,184053760,2249526,205457536
2026-01-05 20:27:38.675953717 +0000 UTC m=+33.111894597,28,77148,125243502000,169078784,2318498,213077798
2026-01-05 20:27:39.745588582 +0000 UTC m=+34.181529462,0,0,0,0,0,0
