timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:29:36.444626701 +0000 UTC m=+11.514232408,48,77148,30770267000,448659456,829809,607273
2026-01-05 20:29:37.450537499 +0000 UTC m=+12.520143186,55,77148,32471658000,481189888,850662,743529
2026-01-05 20:29:38.450818958 +0000 UTC m=+13.520424654,56,77148,39171519000,575995904,891846,2078456
2026-01-05 20:29:39.454225636 +0000 UTC m=+14.523831321,56,77148,45833123000,745558016,945714,4636863
2026-01-05 20:29:40.468425223 +0000 UTC m=+15.538030979,56,77148,52731235000,760295424,1030908,9850399
2026-01-05 20:29:41.480430671 +0000 UTC m=+16.550036357,56,77148,59376266000,805470208,1120847,16294402
2026-01-05 20:29:42.488901659 +0000 UTC m=+17.558507375,56,77148,66257362000,805433344,1220449,24240837
2026-01-05 20:29:43.496341927 +0000 UTC m=+18.565947623,56,77148,73145903000,928497664,1318830,32493888
2026-01-05 20:29:44.504380815 +0000 UTC m=+19.573986502,56,77148,79932255000,931577856,1428494,41970241
2026-01-05 20:29:45.512673374 +0000 UTC m=+20.582279050,56,77148,86876152000,934072320,1566711,54742209
2026-01-05 20:29:46.524048301 +0000 UTC m=+21.593653988,56,77148,93320467000,1079726080,1691836,66385732
2026-01-05 20:29:47.52817916 +0000 UTC m=+22.597784856,56,77148,99668165000,1082028032,1829804,79638499
2026-01-05 20:29:48.535904408 +0000 UTC m=+23.605510124,56,77148,106413468000,1252241408,1976208,93999224
2026-01-05 20:29:49.543729476 +0000 UTC m=+24.613335182,57,77148,113170753000,1262931968,2150636,111135312
2026-01-05 20:29:50.545955554 +0000 UTC m=+25.615561260,57,77148,119899380000,1265176576,2354374,131813489
2026-01-05 20:29:51.558150852 +0000 UTC m=+26.627756538,57,77148,126396509000,1478209536,2573100,154347013
2026-01-05 20:29:52.564710391 +0000 UTC m=+27.634316096,57,77148,132933179000,828755968,2769305,174575395
2026-01-05 20:29:53.567242379 +0000 UTC m=+28.636848064,57,77148,139490652000,1064960000,3010321,199963994
2026-01-05 20:29:54.569674407 +0000 UTC m=+29.639280123,57,77148,146099086000,1069199360,3265531,227159137
2026-01-05 20:29:55.574032526 +0000 UTC m=+30.643638202,57,77148,152752566000,1236963328,3517445,254309281
2026-01-05 20:29:56.584499183 +0000 UTC m=+31.654104890,57,77148,159415805000,1440169984,3773107,281907434
2026-01-05 20:29:57.592961312 +0000 UTC m=+32.662566988,57,77148,166167682000,1441275904,4044677,311334308
2026-01-05 20:29:58.59681596 +0000 UTC m=+33.666421636,57,77148,172737658000,1686757376,4309040,340160640
2026-01-05 20:29:59.604446148 +0000 UTC m=+34.674051854,57,77148,179151208000,1687826432,4582830,369934282
2026-01-05 20:30:00.607502897 +0000 UTC m=+35.677108583,57,77148,185688297000,1689096192,4869832,401568297
2026-01-05 20:30:01.610302355 +0000 UTC m=+36.679908031,55,77148,192154743000,1672695808,5160627,433818085
2026-01-05 20:30:02.614318354 +0000 UTC m=+37.683924040,57,77148,198692071000,1968484352,5448479,465845805
2026-01-05 20:30:03.616586942 +0000 UTC m=+38.686192658,57,77148,205103030000,1969270784,5729773,497531093
2026-01-05 20:30:04.63232419 +0000 UTC m=+39.701929876,55,77148,211561480000,1970118656,6015005,529266102
2026-01-05 20:30:05.634312309 +0000 UTC m=+40.703917985,55,77148,217884877000,1971044352,6336209,565576435
2026-01-05 20:30:06.638829807 +0000 UTC m=+41.708435493,55,77148,224307019000,1971421184,6649395,601082697
2026-01-05 20:30:07.672279705 +0000 UTC m=+42.741885391,56,77148,228362046000,2328768512,6828608,622085662
