timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage
2026-01-05 22:47:34.344502693 +0000 UTC m=+0.683485495,5,77148,53136000,10969088
2026-01-05 22:47:35.346435224 +0000 UTC m=+1.685417996,21,77148,3959714000,148459520
2026-01-05 22:47:36.350202124 +0000 UTC m=+2.689184896,24,77148,7754496000,474955776
2026-01-05 22:47:37.352426914 +0000 UTC m=+3.691409796,24,77148,11945397000,538116096
2026-01-05 22:47:38.355217874 +0000 UTC m=+4.694200656,28,77148,16051259000,559411200
2026-01-05 22:47:39.357899525 +0000 UTC m=+5.696882317,30,77148,19488551000,602021888
2026-01-05 22:47:40.360798365 +0000 UTC m=+6.699781147,30,77148,21838811000,622821376
2026-01-05 22:47:41.364008355 +0000 UTC m=+7.702991137,30,77148,25989868000,673849344
2026-01-05 22:47:42.366849265 +0000 UTC m=+8.705832047,48,77148,30646861000,689618944
2026-01-05 22:47:43.371951866 +0000 UTC m=+9.710934648,49,77148,38090609000,697843712
2026-01-05 22:47:44.375417576 +0000 UTC m=+10.714400348,50,77148,45631846000,766541824
2026-01-05 22:47:45.379435267 +0000 UTC m=+11.718418048,50,77148,53027893000,878915584
2026-01-05 22:47:46.388619357 +0000 UTC m=+12.727602139,50,77148,60443988000,1029509120
2026-01-05 22:47:47.392572727 +0000 UTC m=+13.731555509,50,77148,67333639000,1229156352
2026-01-05 22:47:48.396034057 +0000 UTC m=+14.735016829,50,77148,74262891000,1459642368
2026-01-05 22:47:49.398899987 +0000 UTC m=+15.737882850,51,77148,81195441000,1711304704
2026-01-05 22:47:50.401234638 +0000 UTC m=+16.740217450,51,77148,88124156000,1959161856
2026-01-05 22:47:51.404142768 +0000 UTC m=+17.743125570,51,77148,95119863000,2228715520
2026-01-05 22:47:52.406529079 +0000 UTC m=+18.745511860,51,77148,101903384000,2500849664
2026-01-05 22:47:53.409475859 +0000 UTC m=+19.748458640,51,77148,108807787000,2754039808
2026-01-05 22:47:54.413741489 +0000 UTC m=+20.752724281,51,77148,115555211000,3025944576
2026-01-05 22:47:55.416591529 +0000 UTC m=+21.755574321,51,77148,122376907000,3319709696
2026-01-05 22:47:56.419953329 +0000 UTC m=+22.758936141,51,77148,129055926000,3632390144
2026-01-05 22:47:57.42312488 +0000 UTC m=+23.762107662,51,77148,135448928000,3926925312
2026-01-05 22:47:58.4258331 +0000 UTC m=+24.764815872,51,77148,141116411000,4130009088
2026-01-05 22:47:59.43001449 +0000 UTC m=+25.768997282,51,77148,146559603000,4333019136
2026-01-05 22:48:00.43276747 +0000 UTC m=+26.771750253,51,77148,151746147000,4528885760
2026-01-05 22:48:01.435630121 +0000 UTC m=+27.774612923,51,77148,157763949000,4886810624
2026-01-05 22:48:02.438612671 +0000 UTC m=+28.777595453,49,77148,160533138000,5007036416
2026-01-05 22:48:03.441101012 +0000 UTC m=+29.780083813,49,77148,162672033000,5006708736
2026-01-05 22:48:04.444063172 +0000 UTC m=+30.783045954,49,77148,164568621000,5007126528
2026-01-05 22:48:05.447171702 +0000 UTC m=+31.786154484,49,77148,166545700000,4978434048
2026-01-05 22:48:06.449943623 +0000 UTC m=+32.788926404,49,77148,168378808000,4978872320
2026-01-05 22:48:07.453970643 +0000 UTC m=+33.792953415,51,77148,170364728000,4978794496
2026-01-05 22:48:08.457243253 +0000 UTC m=+34.796226045,49,77148,172562967000,4978868224
2026-01-05 22:48:09.460334953 +0000 UTC m=+35.799317745,49,77148,174604246000,4979515392
2026-01-05 22:48:10.463724933 +0000 UTC m=+36.802707725,49,77148,176606045000,4979130368
2026-01-05 22:48:11.466303893 +0000 UTC m=+37.805286665,49,77148,178515382000,4979245056
2026-01-05 22:48:12.476582294 +0000 UTC m=+38.815565096,49,77148,179611189000,4979277824
2026-01-05 22:48:13.479746916 +0000 UTC m=+39.818729688,49,77148,179638259000,4979257344
2026-01-05 22:48:14.483459905 +0000 UTC m=+40.822442687,49,77148,179656664000,4979257344
