timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:37:05.588163111 +0000 UTC m=+11.385906444,49,77148,31935009000,453591040,837949,613213
2026-01-05 20:37:06.601267673 +0000 UTC m=+12.399011007,56,77148,33986014000,487612416,858635,742040
2026-01-05 20:37:07.608358756 +0000 UTC m=+13.406102089,56,77148,40367178000,576651264,899215,2021611
2026-01-05 20:37:08.618024329 +0000 UTC m=+14.415767662,56,77148,47168160000,746397696,952402,4514720
2026-01-05 20:37:09.624811391 +0000 UTC m=+15.422554724,56,77148,54038208000,769384448,1034476,9644013
2026-01-05 20:37:10.630696734 +0000 UTC m=+16.428440067,56,77148,61065747000,788819968,1128500,16327520
2026-01-05 20:37:11.634379417 +0000 UTC m=+17.432122750,56,77148,67903535000,801796096,1220559,23649826
2026-01-05 20:37:12.642567189 +0000 UTC m=+18.440310532,56,77148,74956528000,807063552,1322203,32033667
2026-01-05 20:37:13.652299352 +0000 UTC m=+19.450042695,56,77148,81561384000,881426432,1420046,40641969
2026-01-05 20:37:14.660744775 +0000 UTC m=+20.458488098,56,77148,88387014000,932675584,1534256,50867407
2026-01-05 20:37:15.666566447 +0000 UTC m=+21.464309790,57,77148,95099736000,934912000,1662419,62937565
2026-01-05 20:37:16.67045165 +0000 UTC m=+22.468194983,57,77148,101865148000,1080201216,1810206,76879914
2026-01-05 20:37:17.673505013 +0000 UTC m=+23.471248346,57,77148,108624097000,1082122240,1969125,92219125
2026-01-05 20:37:18.682159145 +0000 UTC m=+24.479902478,57,77148,115077518000,1261252608,2136380,108632842
2026-01-05 20:37:19.685689398 +0000 UTC m=+25.483432741,57,77148,121829190000,1262690304,2331931,128529566
2026-01-05 20:37:20.690561891 +0000 UTC m=+26.488305244,57,77148,128455792000,1463701504,2543837,150130962
2026-01-05 20:37:21.697139324 +0000 UTC m=+27.494882657,57,77148,134872909000,558829568,2729701,169520060
2026-01-05 20:37:22.704227427 +0000 UTC m=+28.501970790,57,77148,141498464000,795299840,2945901,192148196
2026-01-05 20:37:23.707119199 +0000 UTC m=+29.504862553,57,77148,148170967000,982372352,3191837,218149964
2026-01-05 20:37:24.712566482 +0000 UTC m=+30.510309825,57,77148,154679007000,1151873024,3418465,242515295
2026-01-05 20:37:25.715717925 +0000 UTC m=+31.513461258,57,77148,161441504000,1224757248,3669971,269533863
2026-01-05 20:37:26.719214498 +0000 UTC m=+32.516957821,57,77148,168033921000,1356337152,3897709,294263863
2026-01-05 20:37:27.722903431 +0000 UTC m=+33.520646764,57,77148,174568770000,1601753088,4148173,321552220
2026-01-05 20:37:28.727346723 +0000 UTC m=+34.525090057,57,77148,181001466000,1602928640,4404174,349479233
2026-01-05 20:37:29.733289386 +0000 UTC m=+35.531032709,57,77148,187425077000,1603993600,4652441,376337569
2026-01-05 20:37:30.735922409 +0000 UTC m=+36.533665752,57,77148,193802662000,1891852288,4935656,407645874
2026-01-05 20:37:31.740648572 +0000 UTC m=+37.538391925,57,77148,200299502000,1893044224,5233504,440673273
2026-01-05 20:37:32.744388985 +0000 UTC m=+38.542132328,57,77148,206792907000,1893830656,5511344,471633599
2026-01-05 20:37:33.750275928 +0000 UTC m=+39.548019271,55,77148,213470978000,1894633472,5815728,505966710
2026-01-05 20:37:34.75515208 +0000 UTC m=+40.552895443,56,77148,219888020000,1895378944,6126728,540786648
2026-01-05 20:37:35.760667453 +0000 UTC m=+41.558410806,55,77148,226336015000,1895915520,6439838,576022808
2026-01-05 20:37:36.774956326 +0000 UTC m=+42.572699679,57,77148,230689438000,1896857600,6595440,594044666
