timestamp,pid_count,pid_count_Limit,cpu_usage,memory_usage,rx_bytes,tx_bytes
2026-01-05 20:23:36.027890109 +0000 UTC m=+3.074908529,40,77148,6617305000,180514816,187905,135704
2026-01-05 20:23:37.031969919 +0000 UTC m=+4.078988329,55,77148,7702166000,202428416,264088,260402
2026-01-05 20:23:38.034381009 +0000 UTC m=+5.081399409,55,77148,9623099000,221192192,448226,587273
2026-01-05 20:23:39.037131029 +0000 UTC m=+6.084149449,55,77148,10940216000,241729536,631895,913827
2026-01-05 20:23:40.039867819 +0000 UTC m=+7.086886229,55,77148,12120624000,251858944,815643,1239130
2026-01-05 20:23:41.042856019 +0000 UTC m=+8.089874439,54,77148,13678189000,275431424,999508,1565686
2026-01-05 20:23:42.045383609 +0000 UTC m=+9.092402009,54,77148,14517606000,275771392,1183955,1892010
2026-01-05 20:23:43.047955649 +0000 UTC m=+10.094974069,53,77148,15167602000,283250688,1367828,2218267
2026-01-05 20:23:44.050945619 +0000 UTC m=+11.097964039,53,77148,15981592000,283701248,1551682,2545126
2026-01-05 20:23:45.054447429 +0000 UTC m=+12.101465859,53,77148,16811269000,281210880,1735966,2872605
2026-01-05 20:23:46.05685564 +0000 UTC m=+13.103874039,53,77148,17392914000,289271808,1919645,3198554
2026-01-05 20:23:47.05967636 +0000 UTC m=+14.106694759,54,77148,19135883000,303886336,2103040,3524478
2026-01-05 20:23:48.06182125 +0000 UTC m=+15.108839640,55,77148,20273169000,307474432,2287130,3849217
2026-01-05 20:23:49.06452033 +0000 UTC m=+16.111538720,55,77148,21040355000,307953664,2471193,4176739
2026-01-05 20:23:50.06852007 +0000 UTC m=+17.115538470,55,77148,21248087000,291303424,2655992,4504242
2026-01-05 20:23:51.071318751 +0000 UTC m=+18.118337151,53,77148,21464711000,291393536,2839451,4830538
2026-01-05 20:23:52.073541612 +0000 UTC m=+19.120560011,53,77148,21697152000,291508224,3023315,5156165
2026-01-05 20:23:53.076206072 +0000 UTC m=+20.123224492,53,77148,21928263000,291590144,3207416,5483968
2026-01-05 20:23:54.079161542 +0000 UTC m=+21.126179962,53,77148,22161837000,291676160,3391198,5808062
2026-01-05 20:23:55.081778242 +0000 UTC m=+22.128796672,53,77148,22393455000,291762176,3574840,6134658
2026-01-05 20:23:56.084391213 +0000 UTC m=+23.131409633,53,77148,22617681000,291799040,3758879,6462120
2026-01-05 20:23:57.086482774 +0000 UTC m=+24.133501194,53,77148,23294421000,291995648,3942792,6788066
2026-01-05 20:23:58.088755434 +0000 UTC m=+25.135773835,53,77148,23484931000,292040704,4127132,7115266
2026-01-05 20:23:59.091037635 +0000 UTC m=+26.138056045,53,77148,23700386000,292110336,4310525,7441188
2026-01-05 20:24:00.093160536 +0000 UTC m=+27.140178935,53,77148,23906347000,292171776,4494255,7766209
2026-01-05 20:24:01.095429556 +0000 UTC m=+28.142447986,53,77148,24117439000,292225024,4678419,8092509
2026-01-05 20:24:02.099338717 +0000 UTC m=+29.146357137,53,77148,24350630000,292278272,4862043,8418738
2026-01-05 20:24:03.101638238 +0000 UTC m=+30.148656657,53,77148,24571612000,292327424,5045854,8745905
2026-01-05 20:24:04.104046148 +0000 UTC m=+31.151064549,53,77148,24774161000,292343808,5230005,9072165
2026-01-05 20:24:05.106013579 +0000 UTC m=+32.153031999,53,77148,25078309000,292524032,5413868,9398718
2026-01-05 20:24:06.10834236 +0000 UTC m=+33.155360750,53,77148,25283906000,292581376,5598091,9724989
2026-01-05 20:24:07.110580231 +0000 UTC m=+34.157598630,53,77148,25389680000,292741120,5691280,9887812
