script,iteration,request_rate,percentile,latency
mixed-requests.lua,0,1000,50.0,2.68
mixed-requests.lua,0,1000,75.0,3.33
mixed-requests.lua,0,1000,90.0,3.95
mixed-requests.lua,0,1000,99.0,22.13
mixed-requests.lua,0,1000,99.9,28.99
mixed-requests.lua,0,1000,99.99,41.79
mixed-requests.lua,0,1000,99.999,45.41
mixed-requests.lua,0,1000,100.0,45.41
